customer_id,company_name,contact_name,email,country,indUnited Statestry,company_size,initial_plan,signup_date,acquisition_channel
CUST01312,"Moore, Adams and Grimes",Lisa Weeks,kimberly72@burke.biz,United States,Design,Medium (11-50),Free,11/17/2023,Paid Ads
CUST01313,Malone Ltd,Kelly Baker MD,morgan63@hahn-mcdowell.com,Pakistan,Education,Enterprise (200+),Pro,5/17/2024,Partner
CUST01314,"Diaz, Cooper and Fleming",Emily Nguyen,tammyolsen@murray.com,United States,HR & Recruiting,Small (2-10),Free,7/18/2022,Referral
CUST01315,Sutton and Sons,Michelle King,cjohnson@weiss.com,United States,Technology,Small (2-10),Business,5/28/2023,Referral
CUST01316,"Guzman, Rojas and Adams",William Holland,simpsonmelanie@miller-russell.com,UAE,Marketing,Large (51-200),Business,4/30/2023,Direct
CUST01317,Rivera LLC,Danielle White,bruce86@scott.com,United States,Education,Solo,Free,9/13/2022,Partner
CUST01318,Fischer PLC,Tiffany Vasquez,cunninghamchristopher@williams.com,Singapore,Technology,Solo,Business,5/14/2022,Referral
CUST01319,"Ware, Fleming and Smith",Darrell Robinson,aprilstephens@jennings.com,United States,Healthcare,Medium (11-50),Pro,6/3/2024,Social Media
CUST01320,Ramirez-Bryant,Diana Wilson,simmonsrandy@brown.com,United States,Real Estate,Large (51-200),Business,4/2/2024,Direct
CUST01321,Lucero-Perry,Sharon Gutierrez,whitneynelson@newman-thompson.com,Canada,Real Estate,Small (2-10),Free,1/22/2022,Direct
CUST01322,"Brown, Terrell and Reed",Melissa Brown,laurawallace@king.com,United Kingdom,Media,Enterprise (200+),Pro,7/27/2022,Direct
CUST01323,Gomez Group,Nicholas Ferguson,mendezadam@simpson.com,United States,Real Estate,Solo,Pro,1/30/2023,Paid Ads
CUST01324,Hutchinson-Nichols,Chad French,jeffrey35@evans.info,Germany,Design,Small (2-10),Free,9/16/2022,Direct
CUST01325,"Villegas, Nash and Gonzalez",Mr. Patrick Anderson,heather11@west-patel.com,United States,Consulting,Solo,Free,6/29/2024,Referral
CUST01326,Kelly-James,Courtney Wilson,chrissimmons@hunter.info,Canada,Real Estate,Medium (11-50),Free,6/11/2024,Direct
CUST01327,"Davis, Bautista and Johnson",John Collins,diane99@gutierrez-browning.com,United States,Education,Small (2-10),Free,10/26/2022,Organic Search
CUST01328,"Bennett, Davis and Nguyen",Jason King,xjohnson@strickland.info,United States,Technology,Medium (11-50),Business,10/24/2022,Social Media
CUST01329,Stewart-Franco,Michael Rivas,jordantina@martin.com,United States,Marketing,Small (2-10),Business,12/6/2023,Referral
CUST01330,"Doyle, Miller and Turner",Lori Carter,james66@williams.biz,Germany,Real Estate,Medium (11-50),Business,1/23/2023,Partner
CUST01331,Marshall-Alvarez,John Stephenson,robertmartinez@hamilton.org,France,Healthcare,Medium (11-50),Free,11/10/2023,Social Media
CUST01332,"Turner, Turner and Huff",Jodi Rose,mpearson@mitchell.org,United States,Technology,Small (2-10),Pro,11/5/2023,Social Media
CUST01333,Cooper-Powers,Emily Edwards,hollandsteven@hoffman.com,Brazil,Media,Medium (11-50),Pro,3/26/2023,Direct
CUST01334,Ruiz Inc,Marissa Robinson,annemoreno@matthews-webb.com,United States,Education,Medium (11-50),Business,3/13/2023,Partner
CUST01335,Hanson-Daniel,Erin Hunter,patriciaroberts@anderson.com,United States,Education,Solo,Business,2/9/2024,Organic Search
CUST01336,Diaz-Ochoa,Dennis Hernandez,COMPTONJENNIFER@NEAL.COM,United Kingdom,Media,,Free,6/1/2022,Paid Ads
CUST01337,Pratt LLC,Russell Wright,juanowen@brown.org,United States,Consulting,Solo,Free,1/8/2024,Paid Ads
CUST01338,Fields Ltd,Brenda Bailey DDS,jesseturner@weber.com,India,Consulting,Small (2-10),Pro,6/21/2023,Paid Ads
CUST01339,Lamb-Torres,Sean Lee,paulriddle@thompson-robbins.com,United States,HR & Recruiting,,Free,2/14/2022,Paid Ads
CUST01340,"Graves, Jenkins and Henry",Bruce Davis,nyoung@campbell.biz,Germany,Finance,Large (51-200),Pro,2/16/2024,Paid Ads
CUST01341,Wilkins Inc,Kelly Henderson,brycephillips@anderson-obrien.com,Netherlands,Real Estate,Medium (11-50),Business,1/28/2024,Social Media
CUST01342,"Sanders, Burch and Farmer",Michael Sweeney,ADRIAN28@OBRIEN.COM,United States,Finance,Large (51-200),Pro,5/14/2022,Social Media
CUST01343,Jensen-Young,Joshua Beck,hwilliams@valenzuela-jones.net,United Kingdom,Technology,Small (2-10),Pro,2/6/2024,Direct
CUST01344,"Gardner, Weaver and Serrano",Jon Rodriguez,snyderkyle@campbell-johnson.info,France,Finance,Small (2-10),Free,1/23/2023,Organic Search
CUST01345,Wilson PLC,Allison Carpenter,danielle82@mitchell-martin.com,France,Media,Large (51-200),Pro,7/28/2023,Organic Search
CUST01346,Woods-Hernandez,William Martin,krodriguez@perez.com,Singapore,E-commerce,Medium (11-50),Free,8/21/2024,Partner
CUST01347,"Diaz, Nicholson and Smith",Jennifer Gutierrez,ericksonmatthew@miller.com,Canada,Education,Small (2-10),Free,2/6/2024,Direct
CUST01348,Wood Inc,Virginia Porter,christopher68@sellers.net,India,E-commerce,Small (2-10),Free,9/16/2024,Partner
CUST01349,"Price, Jones and Weiss",Mrs. Alyssa Kelly,millerjeremy@cole.biz,United States,Finance,Large (51-200),Pro,3/16/2022,Referral
CUST01350,White and Sons,Melissa Ramirez,sylviacastillo@boone.com,Brazil,Education,Medium (11-50),Business,5/20/2024,Referral
CUST01351,"Gutierrez, Mcneil and Russell",Philip Mills,sford@hill.biz,United States,Education,Solo,Free,6/23/2022,Paid Ads
CUST01352,Nixon Ltd,Ashley Payne,tararichardson@thomas-santana.com,Canada,Media,Medium (11-50),Free,3/26/2022,Social Media
CUST01353,Juarez Ltd,Anthony Fitzpatrick,brownaustin@dorsey-harris.com,United Kingdom,Technology,Small (2-10),Free,4/17/2024,Paid Ads
CUST01354,"Maldonado, Campos and Sanford",Heather Lucas,cordovajames@miller.com,United States,Marketing,Medium (11-50),Free,6/23/2024,Referral
CUST01355,"King, Long and Carter",Darryl Taylor,matthew41@smith.com,Canada,Finance,Medium (11-50),Pro,10/24/2024,Organic Search
CUST01356,Morales Group,Heather Daniels,JOSEPHRODRIGUEZ@SNYDER-BOYLE.NET,United States,Finance,Solo,Free,8/31/2022,Partner
CUST01357,Stephenson-Walters,Marc Barnes,terri37@reed-terry.com,United States,Healthcare,Medium (11-50),Pro,11/6/2023,Paid Ads
CUST01358,Perry-Steele,Kathleen Burnett,jennifer94@johnson.com,Other,Healthcare,Large (51-200),Free,10/10/2022,Referral
CUST01359,Mason PLC,Nathan Gomez,gloriagriffin@hanson.com,Netherlands,E-commerce,Large (51-200),Business,8/1/2023,Partner
CUST01360,Ford-Ramirez,Rachel Murray,leebrenda@jones.com,Canada,Consulting,Medium (11-50),Pro,1/25/2022,Social Media
CUST01361,"Ford, Stein and Cook",John Forbes,davidvega@brown.com,United States,Legal,Medium (11-50),Pro,4/12/2023,Direct
CUST01362,Robinson Inc,Sara Sutton,montgomeryjudith@wolfe.com,India,Education,Small (2-10),Pro,8/17/2024,Paid Ads
CUST01363,"Kramer, Clark and Warren",Lisa Rivers,belltheresa@lopez-lindsey.biz,Singapore,Media,Medium (11-50),Free,5/28/2024,Direct
CUST01364,Chapman and Sons,Melissa King,jamesjames@calderon.com,United Kingdom,Design,Medium (11-50),Free,3/3/2022,Organic Search
CUST01365,Holmes PLC,Teresa Barrett,lorisalazar@friedman.com,Netherlands,E-commerce,Large (51-200),Pro,10/20/2024,Social Media
CUST01366,Miles Inc,Darren Ball,adam34@king.biz,United Kingdom,Consulting,Solo,Pro,9/6/2023,Paid Ads
CUST01367,"Banks, Sharp and Byrd",Kelly Lewis,jeremiah31@rodriguez.com,Australia,Real Estate,Large (51-200),Business,11/8/2023,Social Media
CUST01368,Richardson and Sons,Mary Shields,dwilson@vaughn.com,UAE,Media,Solo,Free,2/23/2023,Organic Search
CUST01369,Gonzalez-Tapia,Valerie White,benjaminwashington@martin.org,Australia,Marketing,Small (2-10),Business,11/5/2023,Paid Ads
CUST01370,Smith-Hughes,Robert Wilson,fvega@wilson-williamson.net,India,Real Estate,Solo,Business,8/2/2022,Social Media
CUST01371,"Stone, Perry and Lewis",Charles Stephenson,rgarcia@ayala.com,United States,Healthcare,,Business,2/24/2022,Paid Ads
CUST01372,"Fisher, Mclean and Holmes",Tanner Mitchell,kennethbrooks@curtis.com,United States,Education,Medium (11-50),Pro,4/23/2023,Direct
CUST01373,"Williams, Turner and Garcia",Carrie Hartman,kellythompson@cantu.com,United States,Consulting,Large (51-200),Business,1/23/2022,Paid Ads
CUST01374,Gray and Sons,Jamie Ramos,holly74@richard.com,Canada,Finance,Solo,Business,5/6/2024,Paid Ads
CUST01375,Jones-Fisher,Gregory Schaefer,rmunoz@jennings.com,United Kingdom,Consulting,Large (51-200),Business,2/26/2023,Referral
CUST01376,"Green, Parker and Wilkinson",Robert Mendoza,iacevedo@patton.com,Canada,Technology,,Free,2/20/2023,Paid Ads
CUST01377,Young-Carpenter,Yvonne Griffith,michellebauer@hernandez.info,United States,,Small (2-10),Business,7/1/2024,Referral
CUST01378,"Jensen, Perez and Mills",David Brooks,stephaniesandoval@blake.biz,Canada,Healthcare,Medium (11-50),Pro,10/2/2024,Partner
CUST01379,Rogers-Wells,Sara Abbott,spencer01@hansen.net,United Kingdom,E-commerce,Large (51-200),Business,7/23/2024,Paid Ads
CUST01380,Mckenzie-Byrd,Mary Cardenas,harriserin@hernandez-chan.net,United States,Media,Large (51-200),Pro,4/30/2024,Partner
CUST01381,Morrow-Williams,Beth Guerrero,bryan31@sanchez.com,India,Technology,Solo,Pro,1/11/2023,Paid Ads
CUST01382,"Johnson, Wilson and Blair",Danny Herring,sheliahawkins@barnett-hale.org,United States,Marketing,Medium (11-50),Free,11/20/2022,Partner
CUST01383,"Miller, Black and Williams",Nicholas Neal,jamesguzman@miller.com,Brazil,Marketing,Small (2-10),Pro,3/21/2023,Referral
CUST01384,Casey Ltd,Bradley Odonnell,aliciapaul@gibbs-stephens.com,Singapore,E-commerce,Medium (11-50),Pro,6/6/2022,Social Media
CUST01385,Wilson-Bradford,James Rowland Jr.,philip74@payne.net,United States,Marketing,Medium (11-50),Pro,12/4/2022,Partner
CUST01386,"Cain, Gilmore and Hill",David Chapman,stevenrogers@branch.biz,United Kingdom,E-commerce,Medium (11-50),Business,8/3/2024,Organic Search
CUST01387,Smith PLC,Kristen Garcia,mccoysharon@jenkins-stokes.biz,United States,HR & Recruiting,Medium (11-50),Free,1/22/2022,Partner
CUST01388,Parker LLC,Krystal Hicks,ufletcher@barr.com,Canada,Finance,Solo,Pro,8/8/2024,Partner
CUST01389,Montes-Bishop,Paul Santiago,teresa66@mathews.net,United States,Consulting,Large (51-200),Business,6/15/2024,Direct
CUST01390,Hicks-Frederick,William Morales,ylewis@saunders.com,United States,Consulting,Solo,Pro,7/25/2022,Organic Search
CUST01391,Ruiz PLC,Monique Smith,danielhart@stafford.com,India,Finance,Solo,Free,1/23/2022,Partner
CUST01392,Baker LLC,Joseph Bowman,gillgina@andrade.org,Brazil,Technology,Medium (11-50),Free,3/12/2022,Partner
CUST01393,Myers Ltd,Anthony Daugherty,mfranklin@evans-brown.com,United Kingdom,Technology,Small (2-10),Free,7/30/2022,Organic Search
CUST01394,"Brown, Maldonado and Chambers",Brandi Perez,dixonkim@roberts.info,Singapore,Finance,Enterprise (200+),Pro,2/12/2024,Organic Search
CUST01395,Mejia Ltd,Steven Mcdonald,vickie96@hernandez-nguyen.org,United States,HR & Recruiting,Solo,Business,5/13/2024,Partner
CUST01396,Brown-Davis,Vanessa Bray,SPARKSSTEVE@STEWART.BIZ,United States,HR & Recruiting,Large (51-200),Pro,5/10/2022,Paid Ads
CUST01397,Lee-Vega,Philip Munoz,joann19@anderson-dean.com,United Kingdom,Legal,Solo,Free,4/1/2022,Partner
CUST01398,Gray-Davis,Jeanette Evans,ngarcia@morris.info,Germany,E-commerce,Enterprise (200+),Free,1/24/2023,Paid Ads
CUST01399,Huffman-Price,Joshua Russell,stephen76@stone-bradley.org,United Kingdom,Education,Solo,Free,8/5/2022,Organic Search
CUST01400,Rodriguez-Parrish,Mr. Michael Silva,janicesullivan@harris-williams.com,United States,Healthcare,Small (2-10),Pro,3/8/2024,Partner
CUST01401,Kelly PLC,Alyssa Hubbard,qedwards@silva.com,United States,Real Estate,Large (51-200),Pro,1/26/2024,Organic Search
CUST01402,Fields Ltd,Nathan George,ROWLANDANDREA@ROSARIO.COM,United States,HR & Recruiting,Solo,Free,12/18/2022,Partner
CUST01403,Parker-Abbott,Charles Woods,kennethblake@hall-patterson.com,India,Education,Enterprise (200+),Pro,3/6/2024,Partner
CUST01404,Jenkins-Charles,Justin Shea,robertcooley@villegas.org,Other,Technology,Medium (11-50),Free,10/14/2023,Direct
CUST01405,Lewis PLC,Robert Murray,jordanadam@stewart.org,United Kingdom,Real Estate,Medium (11-50),Free,7/8/2024,Partner
CUST01406,"Stevens, Wright and Jackson",Angela Rogers,keith27@tran.com,United States,Healthcare,Medium (11-50),Business,1/28/2022,Paid Ads
CUST01407,"Miller, Welch and Rios",Jeffrey Sanchez,smithwyatt@hubbard.com,Singapore,Education,,Free,5/27/2024,Social Media
CUST01408,Robinson and Sons,George Hudson,jacksonshelia@jones.org,United States,Finance,Small (2-10),Pro,8/31/2023,Partner
CUST01409,Gonzalez-Smith,Cheryl Fernandez,evansdrew@olson-soto.com,India,HR & Recruiting,Small (2-10),Free,6/27/2024,Organic Search
CUST01410,Bauer-Morris,Keith Farmer,zlee@lee.com,Germany,Design,Small (2-10),Free,4/29/2024,Referral
CUST01411,"Henry, Russell and Young",Sandra Chambers,adamsalexander@lee.com,United States,HR & Recruiting,Medium (11-50),Business,12/3/2023,Paid Ads
CUST01412,Greene Group,Andrew Jones,hollysolomon@vasquez.info,Germany,Media,Small (2-10),Free,4/1/2023,Partner
CUST01413,"Bradshaw, Banks and Ellis",Robin Lowe,graydavid@mcguire.com,United States,Technology,Small (2-10),Business,1/13/2022,Partner
CUST01414,Roberts PLC,Debbie Holt,qjones@haynes-adams.com,UAE,Legal,,Free,10/17/2022,Paid Ads
CUST01415,"Murray, Trujillo and Martinez",Richard Marsh,jacksontaylor@price.info,Canada,Consulting,Small (2-10),Pro,4/29/2023,Partner
CUST01416,"Gomez, Kelley and Mcbride",Donald Allen,zsalas@flores-acosta.net,United States,Healthcare,Solo,Free,2/9/2023,Direct
CUST01417,Lee Ltd,Robert Johnson,harrismadison@mccall.org,Pakistan,Media,Small (2-10),Business,7/7/2024,Organic Search
CUST01418,Ball-Wilkins,Pamela Nelson,eric48@gray-brennan.info,United Kingdom,Legal,Solo,Free,1/7/2024,Direct
CUST01419,"Armstrong, Thomas and Lopez",Patricia Jones,jhess@mata.org,Singapore,Technology,Large (51-200),Business,6/6/2024,Social Media
CUST01420,"Jones, Atkins and Carrillo",Kathleen Smith,zortega@gonzalez.info,Singapore,Consulting,Enterprise (200+),Business,6/20/2022,Paid Ads
CUST01421,Anderson-Vaughan,Michael Clark,thomasday@brock-frank.org,United Kingdom,Legal,Small (2-10),Free,6/11/2023,Direct
CUST01422,"Mckenzie, Lawson and Frazier",Bonnie Cortez,kenneth72@rosario.info,United States,Consulting,Solo,Pro,9/11/2024,Paid Ads
CUST01423,Moore LLC,Jeremy Adams,rachel84@adams.com,United States,Media,Medium (11-50),Pro,1/9/2022,Social Media
CUST01424,Mccullough-Allen,Jacqueline Brown,markcarter@powers.com,UAE,Media,Enterprise (200+),Pro,5/1/2024,Direct
CUST01425,Thomas Ltd,Caroline Merritt,mackenziehumphrey@serrano.net,United Kingdom,E-commerce,Solo,Business,5/26/2022,Direct
CUST01426,Wilcox PLC,Tracy Miller,angela25@sims.com,United States,Design,Small (2-10),Free,11/29/2022,Referral
CUST01427,Perez Ltd,Ashley Odom,maria33@stone-gonzalez.com,Germany,E-commerce,Small (2-10),Free,9/27/2024,Social Media
CUST01428,"Willis, Michael and Walker",Richard Cortez,vincent39@hernandez-thompson.com,United States,HR & Recruiting,Solo,Business,5/21/2023,Partner
CUST01429,Patterson Group,Paul King,castillogeorge@harris.org,India,Media,Medium (11-50),Free,2/27/2022,Partner
CUST01430,Roman-Olson,Diane Harrington,duffygeorge@velazquez.net,United States,Consulting,Medium (11-50),Business,10/29/2022,Organic Search
CUST01431,Wright Ltd,Lisa Gill,qpeterson@howe.com,Singapore,E-commerce,Medium (11-50),Business,8/28/2022,Partner
CUST01432,"Strickland, Mendoza and Kim",Charles Hamilton,sydneydonovan@jones.org,Canada,E-commerce,Solo,Free,6/14/2022,Referral
CUST01433,Fuentes-Figueroa,Carolyn Carter,william91@jones.com,Canada,Real Estate,Medium (11-50),Business,9/11/2023,Referral
CUST01434,"Collins, Farrell and Day",Michael Berry,lisa73@hall-vazquez.com,Singapore,Marketing,Enterprise (200+),Business,4/22/2024,Referral
CUST01435,"Davis, Carlson and Miller",SUnited Statesn Young,nelsonkaren@peterson.com,United States,Design,Small (2-10),Pro,10/20/2022,Referral
CUST01436,Fuller-Santos,Daniel Allison,CHRISTOPHER79@DAVIS.COM,Other,Marketing,Large (51-200),Business,1/14/2022,Social Media
CUST01437,"Wong, Berry and Miles",Kevin Simmons,eortiz@hill.com,Germany,Education,Medium (11-50),Free,5/3/2024,Paid Ads
CUST01438,Harper Group,Mark Kelly,michaelross@murphy.com,United States,Media,Solo,Business,10/3/2022,Direct
CUST01439,Olson Ltd,Joshua Jensen,andrea37@blackwell-hopkins.org,United States,Finance,Solo,Free,3/12/2023,Referral
CUST01440,Short Group,Edwin Rodriguez,mcbridemarc@watkins-church.com,Canada,HR & Recruiting,Enterprise (200+),Pro,4/17/2024,Referral
CUST01441,"Howard, Roman and Fletcher",Veronica West,michelle46@shaw.net,United Kingdom,Real Estate,Small (2-10),Free,6/25/2022,Paid Ads
CUST01442,Edwards-Estrada,Ronald Giles,sward@marquez.biz,Canada,Healthcare,Large (51-200),Business,9/5/2024,Organic Search
CUST01443,"Rivera, Thomas and Singleton",Dustin Liu,diane95@jones.com,United States,Real Estate,Medium (11-50),Free,3/27/2022,Direct
CUST01444,Burton-Bean,Sara Stone,JONATHANBOYD@CLINE.COM,UAE,E-commerce,Small (2-10),Free,6/29/2023,Referral
CUST01445,Moore Ltd,Morgan Stanley,eric43@richardson.info,India,Finance,Small (2-10),Free,1/30/2024,Referral
CUST01446,"Wilson, Cook and Taylor",Benjamin Gonzalez,mthomas@ellison-arnold.net,United Kingdom,Education,Solo,Free,3/27/2024,Organic Search
CUST01447,Schmidt-Juarez,Trevor Reed,tsosa@ramos.com,Canada,Consulting,Medium (11-50),Pro,1/7/2022,Organic Search
CUST01448,Valentine Inc,Kelly Collins,davidreynolds@davidson-estrada.com,France,Finance,Small (2-10),Pro,9/9/2022,Referral
CUST01449,Thomas LLC,Clifford Bell,ksawyer@pollard-west.biz,Germany,E-commerce,Medium (11-50),Pro,7/14/2024,Partner
CUST01450,Merritt-Johnson,Daniel Luna,kathleenhanna@burch.net,United States,Education,Medium (11-50),Business,1/20/2023,Organic Search
CUST01451,"Martinez, Hughes and Chavez",Robert Miranda,bcarlson@newton.net,France,HR & Recruiting,Enterprise (200+),Pro,1/8/2024,Direct
CUST01452,Mercado-Huffman,Philip Parsons,webbpaul@martinez.com,United Kingdom,E-commerce,Medium (11-50),Free,9/19/2024,Social Media
CUST01453,"Miller, Davis and Landry",Linda Yoder,briana47@harris-horne.com,India,Consulting,Small (2-10),Free,7/25/2022,Direct
CUST01454,"Marquez, Gutierrez and Sanders",Cody Ortiz,kyle33@jackson.com,United States,HR & Recruiting,Small (2-10),Free,10/30/2024,Direct
CUST01455,Scott Group,Taylor Lopez,george39@martinez.org,United States,HR & Recruiting,Small (2-10),Free,8/14/2024,Direct
CUST01456,"Yang, Chavez and Thompson",Teresa Wood,villajoel@rubio-young.com,United States,Design,Solo,Business,5/9/2023,Organic Search
CUST01457,Maxwell-Johnson,Anthony Rose,lholmes@christensen-figueroa.org,Canada,Education,Medium (11-50),Free,8/5/2022,Social Media
CUST01458,Hill-Richardson,Scott Brown,nicholaswilliams@henderson-anderson.biz,United States,HR & Recruiting,Small (2-10),Pro,7/29/2023,Organic Search
CUST01459,Bennett-Carroll,Haley Payne,fhernandez@bentley.org,UAE,Design,Medium (11-50),Pro,10/6/2022,Referral
CUST01460,"Chaney, Cabrera and Fisher",Brian Lee,MORANMORGAN@THOMAS.COM,UAE,HR & Recruiting,Large (51-200),Pro,4/4/2023,Partner
CUST01461,Marshall Inc,David Morgan,srodriguez@keith.com,Germany,E-commerce,Large (51-200),Business,2/21/2024,Paid Ads
CUST01462,Jones-Richardson,David West,christophernguyen@fowler.com,United States,Design,Solo,Free,6/15/2023,Direct
CUST01463,Brown-Acevedo,Gregory Lynch,richard25@hughes-macias.com,India,Education,Solo,Free,1/21/2023,Social Media
CUST01464,Tucker-Morales,David Thompson,clarkalexander@wade-ryan.biz,United Kingdom,E-commerce,Medium (11-50),Free,1/4/2022,Social Media
CUST01465,"Watson, Sanchez and Lopez",Aaron Park,nroberson@king-martinez.com,Singapore,Consulting,Large (51-200),Pro,10/17/2023,Direct
CUST01466,Thomas-Wong,Tracy Gibson,qjohnson@gray.com,United States,Education,Solo,Business,3/31/2023,Paid Ads
CUST01467,Kirby-Perry,Daniel Brown,brooksdouglas@wagner-ochoa.org,Netherlands,Real Estate,Small (2-10),Pro,8/31/2023,Referral
CUST01468,Phelps Group,Bruce Gibson,schroederterri@paul.com,India,Technology,Large (51-200),Business,10/26/2022,Referral
CUST01469,"Huerta, Mcclure and Parks",Kristin Harris,byrdbenjamin@duffy.com,Other,Design,Solo,Business,10/25/2024,Direct
CUST01470,Hernandez and Sons,Melissa Hendrix,benjamin37@edwards.net,Germany,E-commerce,Small (2-10),Free,9/6/2024,Organic Search
CUST01471,Benson and Sons,Ann Liu,kaitlynrojas@jones.com,United States,Finance,Medium (11-50),Business,11/14/2023,Partner
CUST01472,Mckee Group,Tammy Hendricks,roysmith@gonzales.com,UAE,Design,Large (51-200),Pro,4/18/2022,Partner
CUST01473,"Dickson, Lopez and Davis",William Villa,weberbilly@johnson.info,Other,HR & Recruiting,Medium (11-50),Free,11/23/2022,Social Media
CUST01474,Blair Group,Corey Dorsey,keithmegan@diaz.com,Singapore,Healthcare,Small (2-10),Pro,12/15/2023,Referral
CUST01475,"Martinez, Klein and Nolan",Curtis Gutierrez,stephenbrown@pittman.org,India,Education,Medium (11-50),Free,2/4/2023,Direct
CUST01476,Harrell Group,Stacy Martin,qjohnson@mitchell.org,France,Consulting,Medium (11-50),Pro,4/21/2022,Direct
CUST01477,"Miles, Mueller and Reed",Catherine Fitzgerald,jessicarichardson@woodward.biz,Canada,Finance,Small (2-10),Business,10/9/2022,Paid Ads
CUST01478,Kelly-Lamb,Jill Dean,hensonaaron@patterson.com,India,Real Estate,Solo,Pro,2/5/2023,Organic Search
CUST01479,Watkins-Marshall,Chelsea Thornton,oparks@wallace.info,United Kingdom,Consulting,Enterprise (200+),Business,10/30/2022,Organic Search
CUST01480,Lynn LLC,David Morris,ballardashley@li-barnes.com,Other,Legal,Solo,Free,12/30/2023,Partner
CUST01481,"Jones, Gutierrez and Conner",Mr. Michael Adams,jonesgloria@cox-moreno.biz,Australia,E-commerce,Enterprise (200+),Pro,11/25/2023,Organic Search
CUST01482,"Reed, Norton and Cain",Dennis Wright,RHONDAMALDONADO@HAYES.NET,United Kingdom,Consulting,Small (2-10),Pro,5/9/2023,Partner
CUST01483,"Jones, Murphy and Walker",Tanya Velasquez,williehahn@adams.com,Singapore,Marketing,Enterprise (200+),Business,2/8/2024,Partner
CUST01484,Middleton-Gibson,Gail Olsen,iayers@lowery-french.info,United States,Marketing,Medium (11-50),Free,2/22/2024,Organic Search
CUST01485,Fields LLC,SUnited Statesn Finley,james67@hale-brown.com,United States,Finance,Medium (11-50),Business,6/19/2022,Organic Search
CUST01486,"Hamilton, Lopez and Serrano",Mr. Leonard Bailey,gomezlaura@walker.info,United States,Consulting,Medium (11-50),Pro,9/9/2024,Social Media
CUST01487,"Walker, Johnson and Travis",James Jackson,cynthialopez@lewis.biz,Other,Consulting,Medium (11-50),Free,9/18/2024,Organic Search
CUST01488,Torres-Wright,Peter Norris,lhines@love-merritt.com,United States,Consulting,Enterprise (200+),Pro,10/29/2023,Partner
CUST01489,"Lee, Mckinney and Stokes",Cody Welch,bryanturner@lee-cross.biz,United Kingdom,Legal,Large (51-200),Pro,2/10/2022,Direct
CUST01490,"Sullivan, Harvey and Bonilla",Steven Moore,deanna84@joseph-ross.org,Singapore,Marketing,Small (2-10),Pro,9/12/2022,Paid Ads
CUST01491,"Smith, Herrera and Johnson",Corey Johns,brownjacqueline@costa-gibbs.com,United States,Technology,Small (2-10),Free,1/4/2023,Paid Ads
CUST01492,Salinas and Sons,Jennifer Thomas,mendozamatthew@collins.biz,Germany,Technology,Solo,Free,2/27/2023,Organic Search
CUST01493,Singh Ltd,Ashley Roberts,vickilloyd@cook.com,Canada,E-commerce,Small (2-10),Pro,9/13/2022,Partner
CUST01494,"Macdonald, Oconnell and Hancock",Jenna Peters,simmonsemily@mccarthy.net,United States,Healthcare,Solo,Business,1/1/2022,Partner
CUST01495,Jensen-Collins,Patrick Klein,david43@sullivan.com,United States,Education,Small (2-10),Free,6/30/2024,Direct
CUST01496,Neal-Brennan,Eric Bradley,veronica62@hopkins.net,India,Technology,Medium (11-50),Free,3/6/2023,Paid Ads
CUST01497,Roberts-Howell,Karen Stewart,christopherross@anderson-schmidt.com,United States,Real Estate,Large (51-200),Business,10/18/2022,Direct
CUST01498,Mejia and Sons,Shelby Williams,gutierrezvictoria@hill.com,United States,Legal,Medium (11-50),Free,1/6/2024,Referral
CUST01499,"Hampton, Miller and Smith",Kimberly Sanchez,jennifer50@abbott.org,United Kingdom,Marketing,Enterprise (200+),Business,6/18/2023,Partner
CUST01500,Levy-Taylor,Latoya Bradley,ELIZABETH96@BOOTH.COM,UAE,HR & Recruiting,Solo,Free,5/21/2024,Partner
CUST01501,"Johnson, Walker and Schneider",Dr. Michelle Weaver,nrivera@gillespie-edwards.com,Other,Education,Medium (11-50),Free,7/6/2023,Direct
CUST01502,"Bradley, Chambers and Munoz",Rebecca Fisher,dmontgomery@charles.com,United Kingdom,,,Business,12/2/2022,Social Media
CUST01503,Diaz and Sons,Brandon Lin,rodneylee@brooks-johnson.info,Pakistan,Legal,Small (2-10),Free,2/23/2022,Organic Search
CUST01504,"Rich, Jones and Ramirez",Linda Green,ashelton@martinez.com,United States,Education,Medium (11-50),Free,4/13/2024,Referral
CUST01505,"Lewis, Booker and King",Sarah Riley,charles42@mason.info,France,E-commerce,Small (2-10),Free,10/27/2022,Paid Ads
CUST01506,"Carlson, Wright and Davenport",Jennifer King,danielbass@gray-orr.net,Pakistan,Legal,Large (51-200),Business,2/15/2024,Referral
CUST01507,"Brewer, Hunt and Cantu",Tanya Meadows,eugene51@schmidt.org,United States,Healthcare,Small (2-10),Pro,9/29/2024,Direct
CUST01508,Mullins PLC,Rebecca Ortega,solson@fletcher-ford.com,Germany,E-commerce,Large (51-200),Pro,7/10/2023,Partner
CUST01509,"Townsend, Mcmahon and Ingram",Mrs. Catherine Villa,samanthawright@cabrera.com,Canada,Legal,Solo,Free,4/4/2024,Partner
CUST01510,Reed PLC,Sandra Eaton,andre91@mclaughlin.com,Germany,Healthcare,Solo,Pro,11/15/2022,Organic Search
CUST01511,Hammond-Rogers,John Stone,daniel43@hughes.info,India,Design,Small (2-10),Pro,1/29/2024,Social Media
CUST01512,"Hall, Murphy and Anderson",Cynthia Johnson,pmcdowell@lane.com,Canada,Healthcare,Small (2-10),Pro,1/10/2023,Referral
